Team,VenueName,City,State,Round,DistanceMiles,AdvantageScore
Butler,Spokane Arena,Spokane,WA,First/Second,1637.5,0.0653
IU Indy,Spokane Arena,Spokane,WA,First/Second,1639.6,0.065
Evansville,Spokane Arena,Spokane,WA,First/Second,1643.0,0.0647
Indiana,Spokane Arena,Spokane,WA,First/Second,1645.1,0.0644
Purdue Fort Wayne,Spokane Arena,Spokane,WA,First/Second,1645.1,0.0645
Sam Houston,Spokane Arena,Spokane,WA,First/Second,1645.6,0.0644
Tennessee-Martin,Spokane Arena,Spokane,WA,First/Second,1648.7,0.0641
Ball State,Spokane Arena,Spokane,WA,First/Second,1660.3,0.0628
Grambling,Spokane Arena,Spokane,WA,First/Second,1660.7,0.0628
Murray State,Spokane Arena,Spokane,WA,First/Second,1661.5,0.0627
Prairie View A&M,Spokane Arena,Spokane,WA,First/Second,1663.1,0.0625
Louisiana Tech,Spokane Arena,Spokane,WA,First/Second,1663.3,0.0625
Michigan,Spokane Arena,Spokane,WA,First/Second,1674.9,0.0613
Eastern Michigan,Spokane Arena,Spokane,WA,First/Second,1680.1,0.0608
Northwestern State,Spokane Arena,Spokane,WA,First/Second,1684.7,0.0603
Louisiana-Monroe,Spokane Arena,Spokane,WA,First/Second,1686.6,0.0601
Oakland,Spokane Arena,Spokane,WA,First/Second,1687.8,0.06
Toledo,Spokane Arena,Spokane,WA,First/Second,1698.0,0.059
Detroit Mercy,Spokane Arena,Spokane,WA,First/Second,1698.1,0.059
Houston Christian,Spokane Arena,Spokane,WA,First/Second,1702.3,0.0586
Rice,Spokane Arena,Spokane,WA,First/Second,1705.1,0.0583
Mississippi,Spokane Arena,Spokane,WA,First/Second,1705.5,0.0583
Lafayette,Spokane Arena,Spokane,WA,First/Second,1705.6,0.0583
Bowling Green,Spokane Arena,Spokane,WA,First/Second,1705.7,0.0583
Texas Southern,Spokane Arena,Spokane,WA,First/Second,1706.5,0.0582
Houston,Spokane Arena,Spokane,WA,First/Second,1707.1,0.0581
Austin Peay,Spokane Arena,Spokane,WA,First/Second,1708.0,0.058
Mississippi Valley State,Spokane Arena,Spokane,WA,First/Second,1710.7,0.0578
Louisville,Spokane Arena,Spokane,WA,First/Second,1714.8,0.0574
Bellarmine,Spokane Arena,Spokane,WA,First/Second,1717.0,0.0572
Western Kentucky,Spokane Arena,Spokane,WA,First/Second,1730.2,0.0559
Miami (OH),Spokane Arena,Spokane,WA,First/Second,1732.2,0.0557
Dayton,Spokane Arena,Spokane,WA,First/Second,1733.2,0.0557
Lamar,Spokane Arena,Spokane,WA,First/Second,1736.7,0.0553
Wright State,Spokane Arena,Spokane,WA,First/Second,1737.3,0.0553
Cincinnati,Spokane Arena,Spokane,WA,First/Second,1737.5,0.0553
Xavier,Spokane Arena,Spokane,WA,First/Second,1740.0,0.055
Northern Kentucky,Spokane Arena,Spokane,WA,First/Second,1744.3,0.0546
Tennessee State,Spokane Arena,Spokane,WA,First/Second,1746.7,0.0544
Vanderbilt,Spokane Arena,Spokane,WA,First/Second,1748.7,0.0542
Belmont,Spokane Arena,Spokane,WA,First/Second,1749.7,0.0541
Lipscomb,Spokane Arena,Spokane,WA,First/Second,1750.5,0.0541
Alcorn State,Spokane Arena,Spokane,WA,First/Second,1756.9,0.0535
McNeese,Spokane Arena,Spokane,WA,First/Second,1762.2,0.053
Jackson State,Spokane Arena,Spokane,WA,First/Second,1774.5,0.0519
Ohio State,Spokane Arena,Spokane,WA,First/Second,1777.5,0.0517
Kentucky,Spokane Arena,Spokane,WA,First/Second,1779.1,0.0515
Mississippi State,Spokane Arena,Spokane,WA,First/Second,1779.9,0.0515
Middle Tennessee,Spokane Arena,Spokane,WA,First/Second,1780.7,0.0514
Cleveland State,Spokane Arena,Spokane,WA,First/Second,1792.9,0.0504
Eastern Kentucky,Spokane Arena,Spokane,WA,First/Second,1799.4,0.0498
Tennessee Tech,Spokane Arena,Spokane,WA,First/Second,1805.6,0.0493
Texas-Rio Grande Valley,Spokane Arena,Spokane,WA,First/Second,1807.5,0.0492
Akron,Spokane Arena,Spokane,WA,First/Second,1813.6,0.0487
Alabama A&M,Spokane Arena,Spokane,WA,First/Second,1816.6,0.0484
Kent State,Spokane Arena,Spokane,WA,First/Second,1819.4,0.0482
Morehead State,Spokane Arena,Spokane,WA,First/Second,1822.4,0.048
Louisiana State,Spokane Arena,Spokane,WA,First/Second,1829.3,0.0474
Louisiana,Spokane Arena,Spokane,WA,First/Second,1829.3,0.0474
Memphis,Spokane Arena,Spokane,WA,First/Second,1838.1,0.0467
Ohio,Spokane Arena,Spokane,WA,First/Second,1843.5,0.0463
Alabama,Spokane Arena,Spokane,WA,First/Second,1844.3,0.0462
Mercyhurst,Spokane Arena,Spokane,WA,First/Second,1850.5,0.0458
Southeastern Louisiana,Spokane Arena,Spokane,WA,First/Second,1852.3,0.0456
Youngstown State,Spokane Arena,Spokane,WA,First/Second,1852.8,0.0456
Southern Mississippi,Spokane Arena,Spokane,WA,First/Second,1857.9,0.0452
Marshall,Spokane Arena,Spokane,WA,First/Second,1860.2,0.045
Chattanooga,Spokane Arena,Spokane,WA,First/Second,1861.9,0.0449
UAB,Spokane Arena,Spokane,WA,First/Second,1862.9,0.0448
Samford,Spokane Arena,Spokane,WA,First/Second,1865.1,0.0447
Niagara,Spokane Arena,Spokane,WA,First/Second,1868.8,0.0444
Nicholls State,Spokane Arena,Spokane,WA,First/Second,1876.4,0.0438
Canisius,Spokane Arena,Spokane,WA,First/Second,1882.9,0.0434
Buffalo,Spokane Arena,Spokane,WA,First/Second,1883.7,0.0433
Tennessee,Spokane Arena,Spokane,WA,First/Second,1886.0,0.0431
Robert Morris,Spokane Arena,Spokane,WA,First/Second,1891.6,0.0427
New Orleans,Spokane Arena,Spokane,WA,First/Second,1893.4,0.0426
Jacksonville State,Spokane Arena,Spokane,WA,First/Second,1894.1,0.0426
Tulane,Spokane Arena,Spokane,WA,First/Second,1895.8,0.0424
Duquesne,Spokane Arena,Spokane,WA,First/Second,1904.3,0.0418
Pittsburgh,Spokane Arena,Spokane,WA,First/Second,1905.6,0.0418
St. Bonaventure,Spokane Arena,Spokane,WA,First/Second,1924.4,0.0405
West Virginia,Spokane Arena,Spokane,WA,First/Second,1932.7,0.0399
West Georgia,Spokane Arena,Spokane,WA,First/Second,1934.4,0.0398
South Alabama,Spokane Arena,Spokane,WA,First/Second,1936.7,0.0396
North Alabama,Spokane Arena,Spokane,WA,First/Second,1936.7,0.0396
Kennesaw State,Spokane Arena,Spokane,WA,First/Second,1937.1,0.0396
Alabama State,Spokane Arena,Spokane,WA,First/Second,1937.3,0.0396
East Tennessee State,Spokane Arena,Spokane,WA,First/Second,1943.1,0.0392
Western Carolina,Spokane Arena,Spokane,WA,First/Second,1945.4,0.0391
Georgia Tech,Spokane Arena,Spokane,WA,First/Second,1956.7,0.0383
Georgia State,Spokane Arena,Spokane,WA,First/Second,1958.3,0.0382
Auburn,Spokane Arena,Spokane,WA,First/Second,1961.4,0.038
Appalachian State,Spokane Arena,Spokane,WA,First/Second,1977.9,0.037
Troy,Spokane Arena,Spokane,WA,First/Second,1978.1,0.037
Clemson,Spokane Arena,Spokane,WA,First/Second,1988.4,0.0364
Penn State,Spokane Arena,Spokane,WA,First/Second,1991.2,0.0362
Radford,Spokane Arena,Spokane,WA,First/Second,1994.4,0.036
Georgia,Spokane Arena,Spokane,WA,First/Second,1995.3,0.036
Furman,Spokane Arena,Spokane,WA,First/Second,1995.7,0.0359
Virginia Tech,Spokane Arena,Spokane,WA,First/Second,1996.8,0.0359
Cornell,Spokane Arena,Spokane,WA,First/Second,2006.4,0.0353
Syracuse,Spokane Arena,Spokane,WA,First/Second,2007.1,0.0353
South Carolina Upstate,Spokane Arena,Spokane,WA,First/Second,2013.8,0.0349
Gardner-Webb,Spokane Arena,Spokane,WA,First/Second,2017.3,0.0347
VMI,Spokane Arena,Spokane,WA,First/Second,2021.5,0.0344
James Madison,Spokane Arena,Spokane,WA,First/Second,2024.5,0.0342
Mercer,Spokane Arena,Spokane,WA,First/Second,2031.8,0.0338
Bucknell,Spokane Arena,Spokane,WA,First/Second,2032.6,0.0338
Colgate,Spokane Arena,Spokane,WA,First/Second,2039.6,0.0334
Binghamton,Spokane Arena,Spokane,WA,First/Second,2040.6,0.0333
Wake Forest,Spokane Arena,Spokane,WA,First/Second,2045.6,0.0331
Liberty,Spokane Arena,Spokane,WA,First/Second,2050.7,0.0328
Virginia,Spokane Arena,Spokane,WA,First/Second,2055.6,0.0325
Charlotte,Spokane Arena,Spokane,WA,First/Second,2057.6,0.0324
Winthrop,Spokane Arena,Spokane,WA,First/Second,2059.0,0.0323
High Point,Spokane Arena,Spokane,WA,First/Second,2064.9,0.032
UNC Greensboro,Spokane Arena,Spokane,WA,First/Second,2069.6,0.0318
Elon,Spokane Arena,Spokane,WA,First/Second,2082.2,0.0311
George Mason,Spokane Arena,Spokane,WA,First/Second,2083.2,0.0311
Longwood,Spokane Arena,Spokane,WA,First/Second,2087.2,0.0308
American,Spokane Arena,Spokane,WA,First/Second,2089.7,0.0307
Georgetown,Spokane Arena,Spokane,WA,First/Second,2091.3,0.0306
George Washington,Spokane Arena,Spokane,WA,First/Second,2092.9,0.0306
Howard,Spokane Arena,Spokane,WA,First/Second,2093.5,0.0305
Towson,Spokane Arena,Spokane,WA,First/Second,2096.2,0.0304
Maryland-Baltimore County,Spokane Arena,Spokane,WA,First/Second,2096.5,0.0304
Coppin State,Spokane Arena,Spokane,WA,First/Second,2096.9,0.0304
Loyola (MD),Spokane Arena,Spokane,WA,First/Second,2097.6,0.0303
South Carolina,Spokane Arena,Spokane,WA,First/Second,2098.7,0.0303
Morgan State,Spokane Arena,Spokane,WA,First/Second,2099.2,0.0302
Vermont,Spokane Arena,Spokane,WA,First/Second,2102.7,0.0301
North Carolina A&T,Spokane Arena,Spokane,WA,First/Second,2106.4,0.0299
North Carolina,Spokane Arena,Spokane,WA,First/Second,2110.8,0.0297
Duke,Spokane Arena,Spokane,WA,First/Second,2112.1,0.0296
Lehigh,Spokane Arena,Spokane,WA,First/Second,2113.7,0.0295
Florida State,Spokane Arena,Spokane,WA,First/Second,2113.9,0.0295
Florida A&M,Spokane Arena,Spokane,WA,First/Second,2115.3,0.0294
North Carolina Central,Spokane Arena,Spokane,WA,First/Second,2115.3,0.0294
Virginia Commonwealth,Spokane Arena,Spokane,WA,First/Second,2122.4,0.0291
Albany (NY),Spokane Arena,Spokane,WA,First/Second,2122.5,0.0291
Delaware,Spokane Arena,Spokane,WA,First/Second,2126.6,0.0289
South Carolina State,Spokane Arena,Spokane,WA,First/Second,2127.9,0.0288
Georgia Southern,Spokane Arena,Spokane,WA,First/Second,2132.9,0.0286
NC State,Spokane Arena,Spokane,WA,First/Second,2133.5,0.0286
Villanova,Spokane Arena,Spokane,WA,First/Second,2133.9,0.0285
Saint Joseph's,Spokane Arena,Spokane,WA,First/Second,2139.9,0.0283
La Salle,Spokane Arena,Spokane,WA,First/Second,2142.6,0.0281
Pennsylvania,Spokane Arena,Spokane,WA,First/Second,2143.6,0.0281
Drexel,Spokane Arena,Spokane,WA,First/Second,2143.6,0.0281
Temple,Spokane Arena,Spokane,WA,First/Second,2144.3,0.028
Campbell,Spokane Arena,Spokane,WA,First/Second,2145.0,0.028
Marist,Spokane Arena,Spokane,WA,First/Second,2145.9,0.028
Delaware State,Spokane Arena,Spokane,WA,First/Second,2153.1,0.0276
Rider,Spokane Arena,Spokane,WA,First/Second,2153.8,0.0276
Princeton,Spokane Arena,Spokane,WA,First/Second,2155.8,0.0275
Seton Hall,Spokane Arena,Spokane,WA,First/Second,2161.9,0.0272
Rutgers,Spokane Arena,Spokane,WA,First/Second,2162.3,0.0272
Dartmouth,Spokane Arena,Spokane,WA,First/Second,2164.4,0.0271
NJIT,Spokane Arena,Spokane,WA,First/Second,2165.1,0.0271
William & Mary,Spokane Arena,Spokane,WA,First/Second,2166.6,0.027
Saint Peter's,Spokane Arena,Spokane,WA,First/Second,2170.5,0.0268
Manhattan,Spokane Arena,Spokane,WA,First/Second,2173.0,0.0267
Columbia,Spokane Arena,Spokane,WA,First/Second,2173.1,0.0267
Davidson,Spokane Arena,Spokane,WA,First/Second,2174.1,0.0267
Fordham,Spokane Arena,Spokane,WA,First/Second,2174.9,0.0267
Iona,Spokane Arena,Spokane,WA,First/Second,2177.5,0.0265
Maryland-Eastern Shore,Spokane Arena,Spokane,WA,First/Second,2180.5,0.0264
St. John's (NY),Spokane Arena,Spokane,WA,First/Second,2183.6,0.0263
Charleston Southern,Spokane Arena,Spokane,WA,First/Second,2185.2,0.0262
Monmouth,Spokane Arena,Spokane,WA,First/Second,2188.0,0.0261
Hofstra,Spokane Arena,Spokane,WA,First/Second,2192.8,0.0259
Sacred Heart,Spokane Arena,Spokane,WA,First/Second,2193.3,0.0258
Hampton,Spokane Arena,Spokane,WA,First/Second,2193.6,0.0258
East Carolina,Spokane Arena,Spokane,WA,First/Second,2193.8,0.0258
Fairfield,Spokane Arena,Spokane,WA,First/Second,2194.7,0.0258
Coastal Carolina,Spokane Arena,Spokane,WA,First/Second,2198.5,0.0256
Old Dominion,Spokane Arena,Spokane,WA,First/Second,2200.0,0.0256
Central Connecticut State,Spokane Arena,Spokane,WA,First/Second,2201.0,0.0255
Quinnipiac,Spokane Arena,Spokane,WA,First/Second,2203.5,0.0254
Norfolk State,Spokane Arena,Spokane,WA,First/Second,2203.6,0.0254
Yale,Spokane Arena,Spokane,WA,First/Second,2204.0,0.0254
New Haven,Spokane Arena,Spokane,WA,First/Second,2204.2,0.0254
Stony Brook,Spokane Arena,Spokane,WA,First/Second,2208.9,0.0252
Connecticut,Spokane Arena,Spokane,WA,First/Second,2221.3,0.0247
Merrimack,Spokane Arena,Spokane,WA,First/Second,2221.9,0.0246
Holy Cross,Spokane Arena,Spokane,WA,First/Second,2228.8,0.0244
Jacksonville,Spokane Arena,Spokane,WA,First/Second,2235.1,0.0241
Florida,Spokane Arena,Spokane,WA,First/Second,2236.1,0.0241
Massachusetts-Lowell,Spokane Arena,Spokane,WA,First/Second,2239.1,0.0239
New Hampshire,Spokane Arena,Spokane,WA,First/Second,2242.2,0.0238
Bryant,Spokane Arena,Spokane,WA,First/Second,2250.8,0.0235
Boston College,Spokane Arena,Spokane,WA,First/Second,2255.3,0.0233
Harvard,Spokane Arena,Spokane,WA,First/Second,2256.5,0.0233
Providence,Spokane Arena,Spokane,WA,First/Second,2257.8,0.0232
Massachusetts,Spokane Arena,Spokane,WA,First/Second,2257.9,0.0232
Boston University,Spokane Arena,Spokane,WA,First/Second,2257.9,0.0232
Northeastern,Spokane Arena,Spokane,WA,First/Second,2259.0,0.0232
Rhode Island,Spokane Arena,Spokane,WA,First/Second,2259.3,0.0232
Brown,Spokane Arena,Spokane,WA,First/Second,2259.8,0.0231
Stonehill,Spokane Arena,Spokane,WA,First/Second,2267.7,0.0228
Maine,Spokane Arena,Spokane,WA,First/Second,2297.6,0.0217
North Florida,Spokane Arena,Spokane,WA,First/Second,2309.4,0.0213
South Florida,Spokane Arena,Spokane,WA,First/Second,2309.5,0.0213
Stetson,Spokane Arena,Spokane,WA,First/Second,2310.9,0.0212
Bethune-Cookman,Spokane Arena,Spokane,WA,First/Second,2314.2,0.0211
UCF,Spokane Arena,Spokane,WA,First/Second,2336.4,0.0204
St. Thomas,Spokane Arena,Spokane,WA,First/Second,2361.0,0.0195
Florida Gulf Coast,Spokane Arena,Spokane,WA,First/Second,2417.1,0.0178
Florida Atlantic,Spokane Arena,Spokane,WA,First/Second,2503.9,0.0154
Florida International,Spokane Arena,Spokane,WA,First/Second,2512.1,0.0152
Miami (FL),Spokane Arena,Spokane,WA,First/Second,2518.2,0.015
Saint Mary's,Spokane Arena,Spokane,WA,First/Second,2533.7,0.0147
Long Island University,Spokane Arena,Spokane,WA,First/Second,2658.0,0.0119
Hawaii,Spokane Arena,Spokane,WA,First/Second,2882.7,0.0082
Richmond,Spokane Arena,Spokane,WA,First/Second,4646.3,0.0004
Pepperdine,Spokane Arena,Spokane,WA,First/Second,4647.3,0.0004
Wagner,Spokane Arena,Spokane,WA,First/Second,5126.2,0.0002
Maryland,Spokane Arena,Spokane,WA,First/Second,5148.0,0.0002
Presbyterian,Spokane Arena,Spokane,WA,First/Second,5398.6,0.0001
Siena,Spokane Arena,Spokane,WA,First/Second,5418.6,0.0001
Army,Spokane Arena,Spokane,WA,First/Second,5872.4,0.0001
FDU,Spokane Arena,Spokane,WA,First/Second,6326.9,0.0
Saint Francis (PA),Spokane Arena,Spokane,WA,First/Second,8662.1,0.0
